beta,radius,ref_count,dataset_count,phi_full,phi_energy,phi_full_quenched,phi_energy_full_quenched,phi_stripped_proxy,phi_energy_stripped_proxy,phi_full_annealed,phi_energy_full_annealed,phi_stripped_annealed,reference_prior_correction_per_P,theta_ref_norm_sq_mean,area_term,derivative_ref_count,derivative_dataset_count,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,dphi_full_dr,dphi_energy_dr,dphi_entropic_dr,phi_full_std,phi_full_unit_sem,phi_full_dataset_mean_std,phi_full_sem,phi_full_ci95_half_width,phi_full_ci95_low,phi_full_ci95_high,phi_energy_std,phi_energy_unit_sem,phi_energy_dataset_mean_std,phi_energy_sem,phi_energy_ci95_half_width,phi_energy_ci95_low,phi_energy_ci95_high,phi_stripped_proxy_std,phi_stripped_proxy_unit_sem,phi_stripped_proxy_dataset_mean_std,phi_stripped_proxy_sem,phi_stripped_proxy_ci95_half_width,phi_stripped_proxy_ci95_low,phi_stripped_proxy_ci95_high,phi_energy_stripped_proxy_std,phi_energy_stripped_proxy_unit_sem,phi_energy_stripped_proxy_dataset_mean_std,phi_energy_stripped_proxy_sem,phi_energy_stripped_proxy_ci95_half_width,phi_energy_stripped_proxy_ci95_low,phi_energy_stripped_proxy_ci95_high,dphi_full_dr_std,dphi_full_dr_unit_sem,dphi_full_dr_dataset_mean_std,dphi_full_dr_sem,dphi_full_dr_ci95_half_width,dphi_full_dr_ci95_low,dphi_full_dr_ci95_high,dphi_energy_dr_std,dphi_energy_dr_unit_sem,dphi_energy_dr_dataset_mean_std,dphi_energy_dr_sem,dphi_energy_dr_ci95_half_width,dphi_energy_dr_ci95_low,dphi_energy_dr_ci95_high,uncertainty_method,claim
0.05,0.01,900,30,-4.6059475764876705,-0.002586887625704096,-4.6059475764876705,-0.002586887625704096,-4.603365760917894,-5.072055928085157e-06,-4.605396887838923,-0.0020361989769573556,-4.603365743105567,-0.0025818155697760114,33444.96798165694,-4.603360688861966,900,30,-2.782623083008848,2.234626823835104,99.95961390055677,-0.0010933685984317674,99.96070726915521,0.001052019509828259,3.50673169942753e-05,0.00039992715464547563,7.3016374652728e-05,0.00014931848616482875,-4.6060968949738355,-4.6057982580015056,0.0010520195098282577,3.506731699427526e-05,0.0003999271546454088,7.301637465271579e-05,0.0001493184861648038,-0.0027362061118689,-0.002437569139539292,3.760027447249088e-06,1.2533424824163627e-07,1.4660172737577014e-06,2.676569101764398e-07,5.473583813108193e-07,-4.603366308276276,-4.6033652135595124,3.7600274472545352e-06,1.2533424824181785e-07,1.4660172736488752e-06,2.67656910156571e-07,5.473583812701877e-07,-5.619414309355345e-06,-4.524697546814969e-06,0.0008780459032748262,2.926819677582754e-05,0.00035146122236068733,6.416774652509585e-05,0.00013122304164382101,99.95948267751513,99.95974512359842,0.0008780459032750902,2.926819677583634e-05,0.00035146122236752523,6.416774652634427e-05,0.000131223041646374,-0.0012245916400781414,-0.0009621455567853934,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.02,900,30,-3.913094191674896,-0.002608326916859195,-3.913094191674896,-0.002608326916859195,-3.9105123761051197,-2.6511347083183982e-05,-3.9125350270319883,-0.002049162273951593,-3.910512035713403,-0.0025818155697760114,33444.96798165694,-3.9104858647580367,900,30,-8.227081518044809,4.324649067180658,49.977120989580335,-0.0032326449972671155,49.980353634577604,0.0010623605790360097,3.5412019301200326e-05,0.00040454692387801124,7.385982525910403e-05,0.00015104334265486773,-3.913245235017551,-3.912943148332241,0.0010623605790360013,3.541201930120004e-05,0.0004045469238780077,7.385982525910338e-05,0.0001510433426548664,-0.0027593702595140614,-0.002457283574204329,1.6599117555737966e-05,5.533039185245988e-07,6.683180267157883e-06,1.2201761960652584e-06,2.4952603209534534e-06,-3.9105148713654407,-3.9105098808447987,1.6599117555740893e-05,5.533039185246964e-07,6.683180267068923e-06,1.2201761960490166e-06,2.4952603209202387e-06,-2.900660740410422e-05,-2.4016086762263744e-05,0.0016992727179491924,5.664242393163975e-05,0.0006817641494860083,0.00012447253452393695,0.00025454633310145107,49.97686644324723,49.97737553591344,0.0016992727179491781,5.664242393163927e-05,0.0006817641494865556,0.00012447253452403686,0.0002545463331016554,-0.0034871913303687707,-0.0029780986641654602,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.03,900,30,-3.5078310177080416,-0.0026509427445708827,-3.5078310177080416,-0.0026509427445708827,-3.5052492021382657,-6.912717479487168e-05,-3.5072577377326977,-0.002077662769226825,-3.505247648264428,-0.0025818155697760114,33444.96798165694,-3.5051800749634707,900,30,-13.296665788680043,5.5791955015524595,33.315011133285395,-0.005224623099677817,33.320235756385074,0.001077845247669023,3.5928174922300764e-05,0.0004116026246222356,7.514801407797658e-05,0.0001536776887894621,-3.507984695396831,-3.507677340019252,0.0010778452476690166,3.5928174922300554e-05,0.00041160262462233,7.514801407799381e-05,0.00015367768878949732,-0.00280462043336038,-0.0024972650557813854,3.58403541663055e-05,1.1946784722101832e-06,1.4403268821066021e-05,2.6296650783695666e-06,5.377665085265764e-06,-3.505254579803351,-3.5052438244731805,3.584035416631101e-05,1.1946784722103668e-06,1.440326882103814e-05,2.6296650783644763e-06,5.377665085255354e-06,-7.450483988012704e-05,-6.374950970961633e-05,0.0021922182717297707,7.307394239099236e-05,0.0008580414320444831,0.00015665621586826648,0.00032036196145060497,33.314690771323946,33.315331495246845,0.002192218271729846,7.307394239099487e-05,0.0008580414320455685,0.00015665621586846465,0.0003203619614510102,-0.0055449850611288265,-0.004904261138226807,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.04,900,30,-3.2203224538052795,-0.0027114131511724064,-3.2203224538052795,-0.0027114131511724064,-3.217740638235503,-0.00012959758139639504,-3.219731440081494,-0.0021203994273868046,-3.217736547781981,-0.0025818155697760114,33444.96798165694,-3.217611040654107,900,30,-17.303917601349433,6.279393410587347,24.9833776355201,-0.006799181768703117,24.990176817288802,0.0010961617413291307,3.6538724710971025e-05,0.0004196841440310878,7.662349090435796e-05,0.00015669503889941203,-3.220479148844179,-3.22016575876638,0.0010961617413291257,3.6538724710970855e-05,0.0004196841440310134,7.662349090434438e-05,0.00015669503889938427,-0.0028681081900717906,-0.002554718112273022,5.873753887320607e-05,1.9579179624402022e-06,2.322257703235079e-05,4.239843094673302e-06,8.670479128606902e-06,-3.2177493087146316,-3.2177319677563747,5.873753887320368e-05,1.9579179624401226e-06,2.3222577032242747e-05,4.239843094653576e-06,8.670479128566562e-06,-0.0001382680605249616,-0.00012092710226782849,0.0024673451515078086,8.224483838359362e-05,0.0009319037658290744,0.00017014157132286536,0.00034793951335525963,24.983029696006746,24.983725575033453,0.002467345151507798,8.224483838359327e-05,0.0009319037658283137,0.00017014157132272647,0.0003479395133549756,-0.007147121282058093,-0.006451242255348141,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.05,900,30,-2.997340857098717,-0.002785688563804405,-2.997340857098717,-0.002785688563804405,-2.994759041528941,-0.00020387299402839406,-2.996729737910856,-0.0021745693759439985,-2.994750887903471,-0.0025818155697760114,33444.96798165694,-2.9945551685349123,900,30,-20.327085589001776,6.681968743109371,19.984154386801965,-0.00798706702907732,19.992141453831042,0.0011162285798697602,3.7207619328992006e-05,0.00042830035851492234,7.819658924872427e-05,0.00015991202501364112,-2.9975007691237305,-2.997180945073703,0.001116228579869764,3.720761932899213e-05,0.0004283003585148463,7.819658924871038e-05,0.00015991202501361272,-0.002945600588818018,-0.0026257765387907926,8.371427123337408e-05,2.790475707779136e-06,3.2564560768273066e-05,5.94544816934364e-06,1.2158441506307743e-05,-2.9947711999704474,-2.9947468830874344,8.371427123337005e-05,2.7904757077790017e-06,3.256456076827043e-05,5.945448169343159e-06,1.2158441506306759e-05,-0.00021603143553470083,-0.0001917145525220873,0.0026255279933633234,8.751759977877745e-05,0.0009603237005700125,0.00017533031776967753,0.0003585504998389905,19.983795836302125,19.984512937301805,0.0026255279933632106,8.751759977877368e-05,0.0009603237005693632,0.00017533031776955897,0.0003585504998387481,-0.008345617528916067,-0.0076285165292385715,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.06,900,30,-2.815175344938102,-0.002870094078560991,-2.815175344938102,-0.002870094078560991,-2.8125935293683257,-0.00028827850878497996,-2.8145425225480745,-0.0022372716885337082,-2.8125797142730162,-0.0025818155697760114,33444.96798165694,-2.812305250859541,900,30,-22.552321822896936,6.9126260328369815,16.651256455079416,-0.008861423113122569,16.660117878192537,0.001137261628533682,3.790872095112273e-05,0.00043698545081657697,7.978226290460117e-05,0.0001631547276399094,-2.815338499665742,-2.8150121902104623,0.0011372616285336779,3.7908720951122597e-05,0.0004369854508165006,7.978226290458722e-05,0.00016315472763988087,-0.0030332488062008722,-0.00270693935092111,0.00010990593838052702,3.6635312793509006e-06,4.196687167184276e-05,7.662067427530941e-06,1.5668927889300774e-05,-2.812609198296215,-2.8125778604404363,0.00010990593838052781,3.663531279350927e-06,4.196687167184688e-05,7.662067427531693e-06,1.5668927889302313e-05,-0.0003039474366742823,-0.00027260958089567763,0.0027161595413898033,9.053865137966011e-05,0.0009629266955925763,0.0001758055574666548,0.0003595223650193091,16.650896932714396,16.651615977444436,0.002716159541389777,9.053865137965923e-05,0.0009629266955926708,0.00017580555746667207,0.00035952236501934437,-0.009220945478141913,-0.008501900748103225,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.07,900,30,-2.6611772312848805,-0.00296209024087786,-2.6611772312848805,-0.00296209024087786,-2.658595415715104,-0.00038027467110184846,-2.660521351485012,-0.002306210441009404,-2.658574366852946,-0.002581815569776011,33444.96798165694,-2.6582151410440025,900,30,-24.1814020421301,7.032939235221827,14.270599505231832,-0.00950153321891163,14.280101038450743,0.0011585725580882443,3.8619085269608144e-05,0.00044584520313255266,8.139982497039068e-05,0.00016646264206444892,-2.661343693926945,-2.661010768642816,0.001158572558088243,3.8619085269608104e-05,0.00044584520313251845,8.139982497038443e-05,0.00016646264206443616,-0.0031285528829422963,-0.0027956275988134235,0.0001367301612072833,4.557672040242777e-06,5.1512889315231256e-05,9.40492382673967e-06,1.9233069225682624e-05,-2.65861464878433,-2.6585761826458785,0.00013673016120727838,4.557672040242613e-06,5.151288931527039e-05,9.404923826746815e-06,1.9233069225697237e-05,-0.0003995077403275457,-0.00036104160187615123,0.0027634338841736068,9.211446280578689e-05,0.0009593423433274776,0.0001751511472701084,0.00035818409616737164,14.270241321135664,14.270957689328,0.002763433884173606,9.211446280578686e-05,0.0009593423433282328,0.00017515114727024625,0.0003581840961676536,-0.009859717315079283,-0.009143349122743977,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.08,900,30,-2.5277958243602763,-0.0030596078100985523,-2.5277958243602763,-0.0030596078100985523,-2.5252140087905004,-0.0004777922403225409,-2.5271164420110765,-0.0023802254608989823,-2.525184241515121,-0.002581815569776011,33444.96798165694,-2.5247362165501777,900,30,-25.33961645027397,7.09430993539662,12.485131781355491,-0.009956627288909222,12.495088408644401,0.0011805360376337818,3.935120125445939e-05,0.0004544142938596391,8.296431973323521e-05,0.000169662033854466,-2.5279654863941308,-2.527626162326422,0.0011805360376337807,3.9351201254459356e-05,0.0004544142938595302,8.296431973321533e-05,0.00016966203385442534,-0.0032292698439529777,-0.002889945776244127,0.0001639073647294659,5.46357882431553e-06,6.0773148206179685e-05,1.1095608054376411e-05,2.269051847119976e-05,-2.5252366993089717,-2.525191318272029,0.00016390736472946495,5.4635788243154985e-06,6.077314820618185e-05,1.1095608054376806e-05,2.2690518471200568e-05,-0.0005004827587937415,-0.00045510172185134033,0.0027875481082108664,9.291827027369555e-05,0.0009475190325655671,0.00017299251593387772,0.0003537696950847799,12.484778011660406,12.485485551050576,0.0027875481082108525,9.291827027369509e-05,0.000947519032565893,0.00017299251593393722,0.0003537696950849016,-0.010310396983994123,-0.00960285759382432,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.09,900,30,-2.4101601819325444,-0.0031607208675688684,-2.4101601819325444,-0.0031607208675688684,-2.407578366362768,-0.000578905297792857,-2.4094560467555675,-0.0024565856905919754,-2.407538458250409,-0.0025818155697760114,33444.96798165694,-2.4069994610649754,900,30,-26.132058975464332,7.105953858608479,11.096477252530926,-0.010267999597431958,11.106745252128357,0.001202569475747648,4.008564919158826e-05,0.00046288597582396315,8.45110301705252e-05,0.00017282505669872402,-2.410333006989243,-2.409987356875846,0.0012025694757476482,4.008564919158828e-05,0.00046288597582387414,8.451103017050895e-05,0.00017282505669869079,-0.003333545924267559,-0.002987895810870178,0.00019120528457683463,6.373509485894488e-06,6.98641211307419e-05,1.2755385034526891e-05,2.608476239560749e-05,-2.4076044511251635,-2.4075522816003727,0.0001912052845768358,6.3735094858945266e-06,6.98641211306743e-05,1.275538503451455e-05,2.6084762395582253e-05,-0.0006049900601884392,-0.0005528205353972748,0.00279212332361827,9.307077745394233e-05,0.0009315535057988308,0.00017007762288301305,0.00034780873879576167,11.09612944379213,11.096825061269723,0.0027921233236182625,9.307077745394209e-05,0.0009315535057985242,0.00017007762288295708,0.00034780873879564723,-0.010615808336227606,-0.00992019085863631,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.05,0.1,900,30,-2.3049447573421524,-0.003264412911169508,-2.3049447573421524,-0.003264412911169508,-2.3023629417723765,-0.0006825973413934962,-2.3042156576154973,-0.00253531318451406,-2.30231145022732,-0.0025818155697760114,33444.96798165694,-2.301680344430983,900,30,-26.655128765852915,7.09843505715059,9.985597198913222,-0.01047352800229977,9.996070726915521,0.0012248017295286133,4.082672431762044e-05,0.0004713532546355075,8.605693670578132e-05,0.0001759864355633228,-2.305120743777716,-2.304768770906589,0.0012248017295286107,4.082672431762035e-05,0.00047135325463548656,8.60569367057775e-05,0.00017598643556331498,-0.003440399346732823,-0.003088426475606193,0.00021875852805819168,7.291950935273056e-06,7.895902502128252e-05,1.441587970759042e-05,2.948047400202241e-05,-2.3023924222463785,-2.3023334612983746,0.00021875852805819629,7.29195093527321e-06,7.89590250212524e-05,1.4415879707584923e-05,2.9480474002011167e-05,-0.0007120778153955074,-0.000653116867391485,0.0027891689811986803,9.297229937328935e-05,0.0009181873673017279,0.0001676373110291459,0.00034281830105460334,9.985254380612167,9.985940017214277,0.0027891689811986604,9.297229937328868e-05,0.0009181873673015952,0.00016763731102912167,0.0003428183010545538,-0.010816346303354325,-0.010130709701245216,std_over_ref_units_sem_ci95_over_dataset_means,pass
