N,M,dataset_id,ref_id,radius,n_particles,ce_ref,err_ref,ref_norm,sampler_method,direct_qc_pass,fallback_used,direct_logZ_CE,direct_ess_frac,direct_split_logZ_per_N_diff,logZ_CE,logZ_shell_stripped,logZ_shell_full,ref_l2_constant,logM,kappa,ess,ess_frac,weighted_ce,weighted_error,weighted_accuracy,weighted_l2_penalty,split0_logZ_shell,split1_logZ_shell,split_logZ_per_N_diff,samples_path,smc_completed,smc_step_count,smc_total_step_count,smc_resample_count,smc_min_cess_fraction,smc_mean_cess_fraction,smc_mean_mh_acceptance,smc_mean_global_mh_acceptance,source_run_id,sample_payload_path,replacement_reason,replacement_source_path,replacement_from_sampler_method,replacement_from_n_particles,split_qc_threshold_per_N,elapsed_s,seed,reused,legacy_direct_qc_pass,legacy_fallback_used,legacy_direct_logZ_CE,legacy_direct_ess_frac,legacy_direct_split_logZ_per_N_diff
40,4,0,0,0.15,2048,1.453794330414491,0.0,6.920344746728564,exact_shell_l2_vmf_adaptive_ce_smc,,False,,,,-1.4741233189495782,-1.392042890629035,-25.337628597415847,-23.94558570678681,0.5320804283205431,6.565215477973001,2033.494886841367,0.9929174252155112,1.4706423495598928,0.0003101100601221,0.9996898899398778,23.368801534132043,-1.3948382871793006,-1.389255286542676,0.0001395750159156,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_001/samples.npy,True,1.0,2.0,0.0,0.992849132097621,0.9929174299133758,0.962890625,,two_pool_perceptron_alpha0p1_N40_default_smc_tempered_path_replacement,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_001/samples.npy,n40_default_smc_tempered_path,,prior_matched_vmf_direct_is,2048.0,0.006,0.0779600143432617,2030062915.0,False,1.0,False,-1.4769444649813366,0.992442781710578,0.000244004074026
40,4,0,0,0.2,2048,1.453794330414491,0.0,6.920344746728564,exact_shell_l2_vmf_adaptive_ce_smc,,False,,,,-1.4900223217341653,-1.352865979862891,-25.298451686649702,-23.94558570678681,0.9371563418712744,8.753620637297336,2021.435636441859,0.9870291193563764,1.48310681153603,0.0036689431431658,0.996331056856834,22.920225299084024,-1.3534845050641249,-1.3522478369986086,3.0916701637906385e-05,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_002/samples.npy,True,1.0,2.0,0.0,0.9867812998179172,0.9870291816092288,0.931396484375,,two_pool_perceptron_alpha0p1_N40_default_smc_tempered_path_replacement,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_002/samples.npy,n40_default_smc_tempered_path,,prior_matched_vmf_direct_is,2048.0,0.006,0.0592072010040283,2030062920.0,False,1.0,False,-1.4916024445816651,0.9866059522549672,2.0869883688168223e-05
40,4,0,0,0.25,2048,1.453794330414491,0.0,6.920344746728564,exact_shell_l2_vmf_adaptive_ce_smc,,False,,,,-1.5162501324300826,-1.3186646866698342,-25.26425039345665,-23.94558570678681,1.4475854457602484,10.94202579662167,2006.5907044156984,0.9797806173904776,1.5058281789566204,0.0139166725907706,0.9860833274092294,22.409674145333614,-1.3177643461637505,-1.3195658385194848,4.503730889335866e-05,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_003/samples.npy,True,1.0,2.0,0.0,0.9788109264590824,0.9797815789990376,0.9248046875,,two_pool_perceptron_alpha0p1_N40_default_smc_tempered_path_replacement,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_003/samples.npy,n40_default_smc_tempered_path,,prior_matched_vmf_direct_is,2048.0,0.006,0.0600991249084472,2030062925.0,False,1.0,False,-1.5163966149652444,0.979953100752626,0.0001320457357428
40,4,0,0,0.3,2048,1.453794330414491,0.0,6.920344746728564,exact_shell_l2_vmf_adaptive_ce_smc,,False,,,,-1.5298238161531077,-1.2729901173720737,-25.218575824158886,-23.94558570678681,2.056833698781034,13.130430955946002,1988.574023631176,0.97098340997616,1.5143565666684626,0.0270766208920562,0.9729233791079438,21.972840959994485,-1.2759403478795257,-1.270048565128067,0.0001472945687864,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_004/samples.npy,True,1.0,2.0,0.0,0.9703653080757232,0.97098380394477,0.9111328125,,two_pool_perceptron_alpha0p1_N40_default_smc_tempered_path_replacement,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_004/samples.npy,n40_default_smc_tempered_path,,prior_matched_vmf_direct_is,2048.0,0.006,0.0566473007202148,2030062930.0,False,1.0,False,-1.5397256203206853,0.9701902877660084,0.0001034974633674
40,4,0,0,0.35,2048,1.453794330414491,0.0,6.920344746728564,exact_shell_l2_vmf_adaptive_ce_smc,,False,,,,-1.5652771058466737,-1.2572876861084148,-25.202873392895228,-23.94558570678681,2.7579894197382586,15.318836115270337,1970.2274481035947,0.9620251211443334,1.5460735162868788,0.0396850898232969,0.960314910176703,21.265861909605498,-1.253239889629834,-1.261351933857275,0.000202801105686,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_005/samples.npy,True,1.0,2.0,0.0,0.9617319792394892,0.9620252105230568,0.88818359375,,two_pool_perceptron_alpha0p1_N40_default_smc_tempered_path_replacement,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_005/samples.npy,n40_default_smc_tempered_path,,prior_matched_vmf_direct_is,2048.0,0.006,0.0743300914764404,2030062935.0,False,1.0,False,-1.57053545228057,0.961559343499239,0.000269518354502
40,4,0,0,0.4,2048,1.453794330414491,0.0,6.920344746728564,exact_shell_l2_vmf_adaptive_ce_smc,,False,,,,-1.5949352329361548,-1.250842122931426,-25.19642782971824,-23.94558570678681,3.544093110004729,17.507241274594673,1942.1464164431688,0.9483136799038908,1.5678745898726685,0.0585129599820989,0.9414870400179012,20.670336889202737,-1.244818411489133,-1.25690233948054,0.0003020981997851,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_006/samples.npy,True,1.0,2.0,0.0,0.9465880352864844,0.9483168315261536,0.8916015625,,two_pool_perceptron_alpha0p1_N40_default_smc_tempered_path_replacement,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_006/samples.npy,n40_default_smc_tempered_path,,prior_matched_vmf_direct_is,2048.0,0.006,0.0784049034118652,2030062940.0,False,1.0,False,-1.604367416650069,0.9490971936395374,4.166517282588877e-05
40,4,0,0,0.45,2048,1.453794330414491,0.0,6.920344746728564,exact_shell_l2_vmf_adaptive_ce_smc,,False,,,,-1.6414310559026315,-1.283052145510451,-25.22863785229726,-23.94558570678681,4.40837891039218,19.69564643391901,1924.5004146705987,0.9396974681008784,1.608465139960933,0.0730840025367434,0.9269159974632566,19.977929432536914,-1.2754562545889172,-1.2907061758935665,0.0003812480326162,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_007/samples.npy,True,1.0,2.0,0.0,0.9377755024625206,0.9397014152483424,0.88330078125,,two_pool_perceptron_alpha0p1_N40_default_smc_tempered_path_replacement,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_007/samples.npy,n40_default_smc_tempered_path,,prior_matched_vmf_direct_is,2048.0,0.006,0.0970890522003173,2030062945.0,False,1.0,False,-1.64114273764414,0.940025196907034,0.0002462793066817
40,4,0,0,0.5,2048,1.453794330414491,0.0,6.920344746728564,exact_shell_l2_vmf_adaptive_ce_smc,,False,,,,-1.671075829360945,-1.3266429964225357,-25.272228703209347,-23.94558570678681,5.344432832938409,21.88405159324334,1897.867764716902,0.9266932444906748,1.6311254825848205,0.0832814681959595,0.9167185318040404,19.350553146080102,-1.329936051681428,-1.3233607497929034,0.0001643825472131,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_008/samples.npy,True,1.0,2.0,0.0,0.9261634298480312,0.9266935477462512,0.863037109375,,two_pool_perceptron_alpha0p1_N40_default_smc_tempered_path_replacement,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_008/samples.npy,n40_default_smc_tempered_path,,prior_matched_vmf_direct_is,2048.0,0.006,0.1459090709686279,2030062950.0,False,1.0,False,-1.6678827811762256,0.9211913184752576,0.0003282007816578
40,4,0,0,0.55,2048,1.453794330414491,0.0,6.920344746728564,exact_shell_l2_vmf_adaptive_ce_smc,,False,,,,-1.7210420315950632,-1.424759258991335,-25.370344965778145,-23.94558570678681,6.346282772603729,24.072456752567675,1872.6901671356843,0.9143994956717209,1.6728565000340878,0.0963778089487458,0.9036221910512542,18.83150121527505,-1.4344703064734556,-1.415141609685218,0.0004832174197059,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_009/samples.npy,True,1.0,2.0,0.0,0.9123787188632776,0.91440398131272,0.85888671875,,two_pool_perceptron_alpha0p1_N40_default_smc_tempered_path_replacement,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_009/samples.npy,n40_default_smc_tempered_path,,prior_matched_vmf_direct_is,2048.0,0.006,0.0666735172271728,2030062955.0,False,1.0,False,-1.7105601659098593,0.9091771227145858,0.0003855973683526
40,4,0,0,0.6,2048,1.453794330414491,0.0,6.920344746728564,exact_shell_l2_vmf_adaptive_ce_smc,,False,,,,-1.7583840677472582,-1.5499461678606006,-25.49553187464741,-23.94558570678681,7.408437899886657,26.260861911892004,1839.747860824781,0.89831438516835,1.70407390430901,0.1117670452636523,0.8882329547363477,18.2953034877808,-1.5566483271347105,-1.543288628640628,0.000333992462352,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_010/samples.npy,True,1.0,2.0,0.0,0.8958957763046762,0.8983209322509713,0.8359375,,two_pool_perceptron_alpha0p1_N40_default_smc_tempered_path_replacement,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_40/dataset_001/ref_001/r_010/samples.npy,n40_default_smc_tempered_path,,prior_matched_vmf_direct_is,2048.0,0.006,0.1429734230041504,2030062960.0,False,1.0,False,-1.7558011659260595,0.8994374152732311,0.0006151291733464
